,Name,URL,Phone,Latitude,Longitude,Address,City,State,ZIP,Vertical,Rating,Review Count,Yelp ID,Review1,Review2,Review3,Vertical1,Vertical2,Vertical3,Reviews,polarity,subjectivity,Word1,Word2,Word3,Word4,Word5
101,Roma Mia,https://www.yelp.com/biz/roma-mia-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16198440220,32.71389833,-117.16102,825 4th Ave,San Diego,CA,92101,"Italian, Wine Bars, Seafood",4.5,140,Ahj_UhAMpiO9iVbYR4S3Tg,"Wow! A truly, authentic Italian and Roman experience!
With my husband have just moved to San Diego and since we are Italian and from Rome we were looking...",This is not for the food!  But this is because I made a reservation through Yelp afor 7pm and they were unable to accommodate us. We arrived at 6:55pm. My...,"For Valentine's day, we were craving Italian and got a reservation at Roma Mia. The location is right in the middle of gaslamp quarters in front of Balboa...",Italian,Wine Bars,Seafood,wow a truly authentic italian and roman experiencewith my husband have just moved to san diego and since we are italian and from rome we were looking this is not for the food  but this is because i made a reservation through yelp afor  and they were unable to accommodate us we arrived at  my for valentines day we were craving italian and got a reservation at roma mia the location is right in the middle of gaslamp quarters in front of balboa,0.04821428571428571,0.3482142857142857,italian,reservation,quarter,rome,right
102,Garage Buona Forchetta,https://www.yelp.com/biz/garage-buona-forchetta-coronado?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16196750079,32.685297,-117.179008,1000 C Ave,Coronado,CA,92118,"Italian, Pizza",4.0,12,VKS72hi5OU2MaRTytxUafw,My hubby and I were in town for our first anniversary and we grabbed the take out steak and ravioli to go special during the covid outbreak! Our hotel had...,During Covid 19 shelter in place the line for take out is long. The phone line to order is always busy. The food is as good as the original Buona fourchetta...,Excellent pizza as always!! I'm so incredibly happy they opened up a spot here in Coronado as I'm a big fan of their one in South Park but there's always a...,Italian,Pizza,None,my hubby and i were in town for our first anniversary and we grabbed the take out steak and ravioli to go special during the covid outbreak our hotel had during covid  shelter in place the line for take out is long the phone line to order is always busy the food is as good as the original buona fourchetta excellent pizza as always im so incredibly happy they opened up a spot here in coronado as im a big fan of their one in south park but theres always a,0.3924603174603175,0.5616402116402116,line,im,covid,original,excellent
103,de'Medici,https://www.yelp.com/biz/demedici-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16197027228,32.7139284,-117.1600317,815 5th Ave,San Diego,CA,92101,"Italian, Seafood, Steakhouses",4.0,575,VDEhNBvLVXnBM4trGsSy-g,If you are looking for a first class dining experience in San Diego then you  found your spot at De' Medici. If you ever been to an old school classic...,De'Medici is an amazing Italian restaurant in the heart of the Gaslamp in San Diego. It's elegant and warm atmosphere instantly transport you to cobbled...,"Been here a couple of times.  
The restaurant has an old school feel. It's also pretty good in size. Dine in the main dining room or on the patio. 

Our...",Italian,Seafood,Steakhouses,if you are looking for a first class dining experience in san diego then you  found your spot at de medici if you ever been to an old school classic demedici is an amazing italian restaurant in the heart of the gaslamp in san diego its elegant and warm atmosphere instantly transport you to cobbled been here a couple of times  the restaurant has an old school feel its also pretty good in size dine in the main dining room or on the patio our,0.2861111111111111,0.49999999999999994,restaurant,dining,san,old,diego
104,Buca di Beppo Italian Restaurant,https://www.yelp.com/biz/buca-di-beppo-italian-restaurant-mira-mesa-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18585362822,32.9166058,-117.1182414,10749 Westview Pkwy,Mira Mesa,CA,92126,Italian,3.5,1037,_ljQWL4JtbGkqIR57HSgdA,Yesterday I called to order a home delivery.  There is no delivery charge.  Noah was so nice and was very patient.  I am vegan and ordered the lunch menu...,"Huge portions of food (no surprise), great service! 

Went there not knowing it was 'Meatball with spaghetti Mondays', 50% off! 

Ordered the bruschetta,...","Parents ordered for their anniversary. Food wasn't bad. But they definitely got the order wrong. 

Otherwise, portions weren't bad at all. It was more than...",Italian,None,None,yesterday i called to order a home delivery  there is no delivery charge  noah was so nice and was very patient  i am vegan and ordered the lunch menu huge portions of food no surprise great service went there not knowing it was meatball with spaghetti mondays  off ordered the bruschetta parents ordered for their anniversary food wasnt bad but they definitely got the order wrong otherwise portions werent bad at all it was more than,0.06666666666666671,0.6870370370370371,ordered,bad,order,food,delivery
105,Marechiaro's Italian Restaurant,https://www.yelp.com/biz/marechiaros-italian-restaurant-el-cajon-3?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16194429889,32.806525,-116.9359249,854 N 2nd St,El Cajon,CA,92021,"Pizza, Sicilian",4.5,245,ycJpRwgEQpilT3Sd80VSvQ,"Had a wonderful dinner at the restaurant last night!  As a long time patron of this restaurant, I can tell you that the food here does not disappoint. The...","FABULOUS!!!!!! 
family owned and operated business - same owners since 1955!!! had lunch here today and the food, service, atmosphere was beyond amazing!!!...","Recently moved to El Cajon and was lucky enough to move close by to Marechiaro's! Hit the jackpot on that one. 
Loves the location and the food is amazing!...",Pizza,Sicilian,None,had a wonderful dinner at the restaurant last night  as a long time patron of this restaurant i can tell you that the food here does not disappoint the fabulous family owned and operated business  same owners since  had lunch here today and the food service atmosphere was beyond amazing recently moved to el cajon and was lucky enough to move close by to marechiaros hit the jackpot on that one loves the location and the food is amazing,0.2883333333333334,0.5975,food,restaurant,amazing,disappoint,service
106,Il Dandy,https://www.yelp.com/biz/il-dandy-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16193105669,32.73176667,-117.16047167,2550 Fifth Ave,San Diego,CA,92103,"Italian, Modern European",4.0,215,wACbb3JUoGpX5nOd_JA-pw,At-home quarantine date night was a success thanks to Il Dandy! The Bologna Pizza was incredible. I had never had mortadella on a pizza and it was just so...,Absolutely love this place! Second time  we ordered takeout and both times have been delish!  We ordered the Margherita and the bologna pizza with Ceasar...,"We had a delicious dinner at home thanks to Il Dandy's new take out option. From their limited take out menu we enjoyed a Caesar salad, seafood linguini, a...",Italian,Modern European,None,athome quarantine date night was a success thanks to il dandy the bologna pizza was incredible i had never had mortadella on a pizza and it was just so absolutely love this place second time  we ordered takeout and both times have been delish  we ordered the margherita and the bologna pizza with ceasar we had a delicious dinner at home thanks to il dandys new take out option from their limited take out menu we enjoyed a caesar salad seafood linguini a,0.3664935064935065,0.4197402597402598,pizza,il,bologna,ordered,thanks
107,Davanti Enoteca - Del Mar,https://www.yelp.com/biz/davanti-enoteca-del-mar-del-mar?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18585195060,32.952743,-117.231917,12955 El Camino Real,Del Mar,CA,92130,"Italian, Tapas Bars",3.5,694,1aFl5zfMeNtcS2e8Vueb9g,"We have nothing but superb things to say about Davanti Enoteca Del Mar. The food was sensational! You must try the Focaccia di Recco, you will not be sorry...","Carmel Valley now has a ton of buzzy restaurants, between Pacific Highlands Ranch opening and then One Paseo. But Davanti Enoteca in the DM Highlands...",Came for Valentine's Day. Was seated on the patio which was very crowded and the tables were pushed very close together. Was not a very intimate setting....,Italian,Tapas Bars,None,we have nothing but superb things to say about davanti enoteca del mar the food was sensational you must try the focaccia di recco you will not be sorry carmel valley now has a ton of buzzy restaurants between pacific highlands ranch opening and then one paseo but davanti enoteca in the dm highlands came for valentines day was seated on the patio which was very crowded and the tables were pushed very close together was not a very intimate setting,0.24829059829059827,0.6213675213675213,davanti,highland,enoteca,focaccia,patio
108,Asti Ristorante,https://www.yelp.com/biz/asti-ristorante-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192328844,32.7129899,-117.1602749,728 5th Ave,San Diego,CA,92101,"Italian, Seafood, Wine Bars",4.0,865,d99Ed_FGQSX-SvFPpTbCwQ,"While exploring Gaslamp, ran into this cozy place. Hostess was very kind to show me and my friend what this amazing place offers. 
Decided to go in, and...",Last night my boyfriend told me to come straight home from work because he was going to take me on a date. We have been here before on a weekend. I...,"The hostess was why we stopped in!  

Walking around looking for somewhere to eat, the hostess was very enthusiastic about the menu at this place....",Italian,Seafood,Wine Bars,while exploring gaslamp ran into this cozy place hostess was very kind to show me and my friend what this amazing place offers decided to go in and last night my boyfriend told me to come straight home from work because he was going to take me on a date we have been here before on a weekend i the hostess was why we stopped in  walking around looking for somewhere to eat the hostess was very enthusiastic about the menu at this place,0.3228571428571429,0.5880952380952381,hostess,place,come,offer,friend
109,Solunto Ristorante & Bakery,https://www.yelp.com/biz/solunto-ristorante-and-bakery-san-diego-3?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192557826,32.72253,-117.16799,1643 India St,San Diego,CA,92101,"Italian, Bakeries, Pizza",4.0,616,H3ReIVYo-oStzLFqFawKOw,"Enjoying a nice meal with the Solunto family is like meeting up with family and friends, but actually much different...
Here you might be among people you...","Out of any restaurant I have ever been to, this was the worst service PERIOD. I mostly give 4 and 5 stars to any establishment I review and generally have...","So, after a delightful lunch with our friend and native San Diegoan at Filippis my husband suggested to go to a bakery for dessert rather than staying at...",Italian,Bakeries,Pizza,enjoying a nice meal with the solunto family is like meeting up with family and friends but actually much differenthere you might be among people you out of any restaurant i have ever been to this was the worst service period i mostly give  and  stars to any establishment i review and generally have so after a delightful lunch with our friend and native san diegoan at filippis my husband suggested to go to a bakery for dessert rather than staying at,0.2642857142857143,0.6857142857142857,friend,family,actually,people,worst
110,Villa Capri Trattoria & Wine Bar,https://www.yelp.com/biz/villa-capri-trattoria-and-wine-bar-poway-3?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18583919400,32.9799522093612,-117.060506398683,14771 Pomerado Rd,Poway,CA,92064,"Italian, Wine Bars",4.5,507,ZvNXPPHiZ_XQszOcZnKDbA,Yesterday my father died after a long life - one of the places he loved to go when our family gathered was the Villa Capri- we have such great memories from...,"We have been going here for years. The best Capri salad, penne pasta and bread pudding! Celebrating 33 years or marriage with our favorite food in tonight...",My 97 year old father passed away early this am.  Villa Capri was his favorite place. Tonight we ordered take out from them as we would have gone there pre-...,Italian,Wine Bars,None,yesterday my father died after a long life  one of the places he loved to go when our family gathered was the villa capri we have such great memories from we have been going here for years the best capri salad penne pasta and bread pudding celebrating  years or marriage with our favorite food in tonight my  year old father passed away early this am  villa capri was his favorite place tonight we ordered take out from them as we would have gone there pre,0.4055555555555556,0.5833333333333334,year,capri,villa,father,tonight
111,Pummaro,https://www.yelp.com/biz/pummaro-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192242272,32.72095,-117.230475,1101 Scott St,San Diego,CA,92106,"Italian, Pizza",4.5,270,ULlvduEjoaSHG7eWej_NvA,"Go to Pummaro for authentic Italian experience! The wood fire pizza is outstanding and really the BEST the real Neapolitan Pizza in San Diego!

Group of 5,...","I am such a foodie, and a critic, but I swear, the polenta and gorgonzola tastes better than it looks! Make sure to share it, it is way too much and too...","I read all reviews, even the unrecommended ones, before I wrote this, to see if our experience was comparable to those of others. It seems most people get...",Italian,Pizza,None,go to pummaro for authentic italian experience the wood fire pizza is outstanding and really the best the real neapolitan pizza in san diegogroup of  i am such a foodie and a critic but i swear the polenta and gorgonzola tastes better than it looks make sure to share it it is way too much and too i read all reviews even the unrecommended ones before i wrote this to see if our experience was comparable to those of others it seems most people get,0.3727272727272728,0.4558080808080808,experience,pizza,polenta,read,wood
112,Pietro's Cucina Italiana & Pizza,https://www.yelp.com/biz/pietros-cucina-italiana-and-pizza-la-mesa?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16194621162,32.7794224573062,-117.01720204418,8378 Parkway Dr,La Mesa,CA,91942,"Pizza, Italian, Salad",4.5,398,r1Xv65OH1wCINTlR33BgdQ,"My Rigatoni Boscaiola was delicious. So was my wife's Fettuccini Bolognese! Only take out now, but we've had enjoyable meals, when dine-in was permitted.","Best Italian food I've had in San Diego so far!! 
This place is a gem. Tiny hole in the wall in la Mesa. It seems to have been here in business for a long...","My husband and I came here on a Sunday for an early dinner to celebrate our anniversary and had a great experience.
 
We came around 5 PM and there wasn't...",Pizza,Italian,Salad,my rigatoni boscaiola was delicious so was my wifes fettuccini bolognese only take out now but weve had enjoyable meals when dinein was permitted best italian food ive had in san diego so far this place is a gem tiny hole in the wall in la mesa it seems to have been here in business for a long my husband and i came here on a sunday for an early dinner to celebrate our anniversary and had a great experience we came around  pm and there wasnt,0.34500000000000003,0.5850000000000001,came,gem,ive,business,great
113,Osteria Romantica,https://www.yelp.com/biz/osteria-romantica-la-jolla?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18585511221,32.8537692348557,-117.256440147669,2151 Avenida De La Playa,La Jolla,CA,92037,"Italian, American (New), Wine Bars",4.0,555,5JwXsM4HKoZRyL0R4WWXvA,"***Review during COVID-19 restrictions for takeout/delivery only*** 

Who: Osteria Romantica 

What: Pickup & Delivery

When: Open daily from 5:00 PM - 9:00...",Went for dinner with reservations. Was pretty crowded. Nice location and decor. Was seated in about 5-10 minutes.  Hostess who seated us didn't lead us to...,"Fantastic in every way!
Lunch on a sunny Saturday with lots of people around.
Food was amazing With huge servings, incredible value. Panini menu doesn't...",Italian,American (New),Wine Bars,review during  restrictions for takeoutdelivery only who osteria romantica what pickup  deliverywhen open daily from  pm   went for dinner with reservations was pretty crowded nice location and decor was seated in about  minutes  hostess who seated us didnt lead us to fantastic in every waylunch on a sunny saturday with lots of people aroundfood was amazing with huge servings incredible value panini menu doesnt,0.35,0.7888888888888891,seated,u,reservation,deliverywhen,panini
114,Bronx Pizza,https://www.yelp.com/biz/bronx-pizza-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192913341,32.749768,-117.1634597,111 Washington St,San Diego,CA,92103,Pizza,4.5,3569,vpnHAJ7s9sUBvg8n7yX_2A,CORONAVIRUS!!!!!!!... THANK YOU first of all for Bronx Pizza for being open and awesome during these trying times. 100% certifiable #thisiswhyimfat. I heard...,"Been here several times but didn't leave a review since I was so focused on enjoying every bite of my pizza. 
During this time it's great to show support...","Came here for 2 reasons, 1 to support local business and 2 to get a whole pizza incase the state decides to close all restaurants due to the coronavirus...",Pizza,None,None,coronavirus thank you first of all for bronx pizza for being open and awesome during these trying times  certifiable thisiswhyimfat i heard been here several times but didnt leave a review since i was so focused on enjoying every bite of my pizza during this time its great to show support came here for  reasons  to support local business and  to get a whole pizza incase the state decides to close all restaurants due to the coronavirus,0.2916666666666667,0.43981481481481477,pizza,time,coronavirus,support,thank
115,Pastiamo,https://www.yelp.com/biz/pastiamo-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18582558444,32.8087653047567,-117.258307798427,841 Turquoise St,San Diego,CA,92109,Pasta Shops,5.0,9,I0P4_w4C8mFFDYs_LMhFYw,"Want pasta, just pasta and sauce? This is your place! Fast, easy, delicious! This is perfect for quick take-out during the quarantine.","We have been loyal patrons of Oltre Mare for years, so we were excited to learn of this new take-out pasta place owned by the same Italian family.   We...","Umm... how about a steaming bowl of legit Italian HOMEMADE PASTA, cooked to order before your eyes and topped with a ridiculously good sauce???

As Anthony...",Pasta Shops,None,None,want pasta just pasta and sauce this is your place fast easy delicious this is perfect for quick takeout during the quarantine we have been loyal patrons of oltre mare for years so we were excited to learn of this new takeout pasta place owned by the same italian family   we umm how about a steaming bowl of legit italian homemade pasta cooked to order before your eyes and topped with a ridiculously good sauceas anthony,0.3759469696969697,0.5580176767676767,pasta,italian,place,takeout,delicious
116,Tiramisu Trattoria,https://www.yelp.com/biz/tiramisu-trattoria-la-mesa-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16196980096,32.764567,-117.019341,8273 La Mesa Blvd,La Mesa,CA,91942,"Italian, Modern European, Venues & Event Spaces",4.5,612,98jd-XFDKAgAjSyCOHzLKQ,My family and I planned our mom's birthday party remotely because we live out of town. It was challenging to find a restaurant that could seat 50 guests for...,My go to Italian food has been spaghetti due to a sever dairy allergy. Tiramisu Trattoria was understanding and didn't make a big deal out of it. I was able...,Service horrible was it because of my restaurant.com certificate or just not well all the time. The food not very good I'm an east coaster where they have...,Italian,Modern European,Venues & Event Spaces,my family and i planned our moms birthday party remotely because we live out of town it was challenging to find a restaurant that could seat  guests for my go to italian food has been spaghetti due to a sever dairy allergy tiramisu trattoria was understanding and didnt make a big deal out of it i was able service horrible was it because of my restaurantcom certificate or just not well all the time the food not very good im an east coaster where they have,-0.039763014763014755,0.4735042735042735,food,guest,sever,dairy,tiramisu
117,Capri Blu,https://www.yelp.com/biz/capri-blu-san-diego-2?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18586735100,33.0200845,-117.1138624,10436 Craftsman Way,San Diego,CA,92127,"Italian, Wine Bars",3.5,308,9PJREeYK0glTEidKwNfZfg,"We ordered take out tonight because we are self quarantined because of the virus.  Capri Blu is one of our favorite restaurants, and not only were we hungry...","This place is one our new local favorites. Drove by it for over a year before we tried it out. The happy hour is everyday which is cool. 

The bar area is...","I placed an order on GrubHub, and will never give Capri Blu money ever again. Not only was our food 25 minutes late, but it was cold, greasy, and...",Italian,Wine Bars,None,we ordered take out tonight because we are self quarantined because of the virus  capri blu is one of our favorite restaurants and not only were we hungry this place is one our new local favorites drove by it for over a year before we tried it out the happy hour is everyday which is cool the bar area is i placed an order on grubhub and will never give capri blu money ever again not only was our food  minutes late but it was cold greasy and,0.06863636363636363,0.7304545454545455,favorite,blu,capri,self,money
118,Nonna + Zucchero,https://www.yelp.com/biz/nonna-zucchero-san-diego-6?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16195311731,32.72347,-117.16807,1731 India St,San Diego,CA,92101,"Italian, Coffee & Tea, Breakfast & Brunch",4.0,193,Sz2WKOPPjDraecMTcOsJAg,"This is one of my favorite Italian spots in Little Italy that we've tried thus far. 

Their service is great, and they're usually pretty impressively quick...","We ended up in San Diego last minute for my dad's birthday dinner on a Friday night, and we were hoping to find a nice place in Little Italy. We were...",On a Saturday night I came by at 8pm. It was an impromptu date night where me and my husband were strolling through little Italy and looking at menus along...,Italian,Coffee & Tea,Breakfast & Brunch,this is one of my favorite italian spots in little italy that weve tried thus far their service is great and theyre usually pretty impressively quick we ended up in san diego last minute for my dads birthday dinner on a friday night and we were hoping to find a nice place in little italy we were on a saturday night i came by at  it was an impromptu date night where me and my husband were strolling through little italy and looking at menus along,0.1837121212121212,0.6196969696969696,little,italy,night,friday,theyre
119,Cicciotti's Trattoria Italiana & Seafood,https://www.yelp.com/biz/cicciottis-trattoria-italiana-and-seafood-cardiff-by-the-sea?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+17606342335,33.02348,-117.283503,1933 San Elijo Ave,Cardiff By The Sea,CA,92007,"Italian, Seafood",4.0,808,Wy6PtgzAfiPAl91AlMqm4g,"UPDATED REVIEW

Owner reached out and gave a gift card and we had a pleasant service this time around!

-

usually love eating here but had a terrible...","The food is what will bring us back for sure !!
The service was not bad but it  just wasn't good either. There was two waiters and it seemed like ours  was...",Came back to try out the pizza and it was amazing!! It was the one with prosciutto & arugula on it. The crust was perfect and more on the thin side which I...,Italian,Seafood,None,updated reviewowner reached out and gave a gift card and we had a pleasant service this time aroundusually love eating here but had a terrible the food is what will bring us back for sure the service was not bad but it  just wasnt good either there was two waiters and it seemed like ours  was came back to try out the pizza and it was amazing it was the one with prosciutto  arugula on it the crust was perfect and more on the thin side which i,0.2902777777777778,0.6643518518518517,service,gift,just,amazing,love
120,Enoteca Adriano,https://www.yelp.com/biz/enoteca-adriano-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18584900085,32.80327,-117.25385,4864 Cass St,San Diego,CA,92109,Italian,4.5,1021,6sxAvbRBxy1hymvoDb8spQ,"Excellente.  Magnifico.  

We came here on a busy Friday night, and I can tell you reservations are the way to go.   The location was a Mexican place years...","Delicious! I came with with a bunch of friends on a Monday night (Monday- Wednesday is BYOB) and we had a lot of fun!! The ambiance is okay, not necessarily...","I don't ever give 5 stars - mostly because I feel that's the ""best"", and how can you really know someplace is the best unless you try them all? And who can...",Italian,None,None,excellente  magnifico  we came here on a busy friday night and i can tell you reservations are the way to go   the location was a mexican place years delicious i came with with a bunch of friends on a monday night monday wednesday is byob and we had a lot of fun the ambiance is okay not necessarily i dont ever give  stars  mostly because i feel thats the best and how can you really know someplace is the best unless you try them all and who can,0.4600000000000001,0.43,monday,night,best,came,mexican
121,Sisters Pizza,https://www.yelp.com/biz/sisters-pizza-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192554200,32.743544,-117.161286,3603 Fourth Ave,San Diego,CA,92103,"Pizza, Bars, Italian",4.5,241,TrE8fk9zwH9D9quY6OTOOg,We were craving something different after a month of the same food every week and the charcuterie board was just the ticket! I ordered and paid by phone and...,"Oh my!  So good!  Grilled Caesar didn't even need any dressing with the abundance of Parmesan. And the pizza. ""Forget about it"" New York Style was unreal...","Best lil neighborhood pizza joint in Hillcrest! The menu is fun and is a tribute to some ICONIC characters from TV (Hello Sophia Petrillo!) Also,  they have...",Pizza,Bars,Italian,we were craving something different after a month of the same food every week and the charcuterie board was just the ticket i ordered and paid by phone and oh my  so good  grilled caesar didnt even need any dressing with the abundance of parmesan and the pizza forget about it new york style was unreal best lil neighborhood pizza joint in hillcrest the menu is fun and is a tribute to some iconic characters from tv hello sophia petrillo also  they have,0.3766233766233766,0.3970779220779221,pizza,neighborhood,month,best,lil
122,Villa Capri Cucina Italiana,https://www.yelp.com/biz/villa-capri-cucina-italiana-san-diego-3?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18587208777,32.938897,-117.232712,3870 Valley Centre Dr,San Diego,CA,92130,Italian,3.5,262,L5BCo3Sy8UkodiEpva8G3Q,"Meatballs 
I love them. 

After years of bad meatballs. They finally have it down. 
They are very good. 
Super clean place. 
We may just have a great...","Tasty white tablecloth dining with Italian flair. 

Food-The salmon penne pasta with a pink sauce is tasty and rich. The pasta didn't taste like it was...",It's unfortunate that a few customers' low ratings bring Villa Capri's overall rating down to a 3.5 average. My experience has been a 5 every time we've...,Italian,None,None,meatballs i love them after years of bad meatballs they finally have it down they are very good super clean place we may just have a great tasty white tablecloth dining with italian flair foodthe salmon penne pasta with a pink sauce is tasty and rich the pasta didnt taste like it was its unfortunate that a few customers low ratings bring villa capris overall rating down to a  average my experience has been a  every time weve,0.07354938271604938,0.47728395061728396,rating,pasta,tasty,meatball,flair
124,Mom & Dom's Pizza,https://www.yelp.com/biz/mom-and-doms-pizza-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+18582921511,32.83331,-117.16307,5025 Shawline St,San Diego,CA,92111,"Pizza, Salad, Italian",4.5,251,aFW2M7C8t1Qsrgmbo2EUbw,"We love Mom & Dom's! Nice little local pizza place. We always order take out almost weekly since we have a newborn at home, and they're super fast and...",Just went here for lunch with a couple co workers and this is most definitely my new go to place for lunch during my work week. I had the spaghetti meat...,"So, I don't ever like leaving bad reviews views BUT the manager of this place was so rude I had to. I work for a big company and we usually place large...",Pizza,Salad,Italian,we love mom  doms nice little local pizza place we always order take out almost weekly since we have a newborn at home and theyre super fast and just went here for lunch with a couple co workers and this is most definitely my new go to place for lunch during my work week i had the spaghetti meat so i dont ever like leaving bad reviews views but the manager of this place was so rude i had to i work for a big company and we usually place large,0.08049866799866799,0.4897269397269397,place,work,lunch,large,newborn
125,Jack and Giulio's Italian Restaurant,https://www.yelp.com/biz/jack-and-giulios-italian-restaurant-san-diego?adjust_creative=2ZRU-g9WGETJ5K3NcSnhrQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2ZRU-g9WGETJ5K3NcSnhrQ,+16192942074,32.75089,-117.19341,2391 San Diego Ave,San Diego,CA,92110,"Italian, Wine Bars",3.5,330,nfs7c3F9_n1UNhrwo5nPoA,We made this our Valentines Day spot for our double date. My partner had eaten here years ago when she lived in the city.  She joked that it hadn't changed...,"The ambiance here is lovely and the service is lovely, but the food is really bad and I'm surprised they call themselves an Italian restaurant since a lot...","I am assuming because we were not well dressed, we were treated like second class citizens,  we walked in and they looked at us and said ""may we help you""....",Italian,Wine Bars,None,we made this our valentines day spot for our double date my partner had eaten here years ago when she lived in the city  she joked that it hadnt changed the ambiance here is lovely and the service is lovely but the food is really bad and im surprised they call themselves an italian restaurant since a lot i am assuming because we were not well dressed we were treated like second class citizens  we walked in and they looked at us and said may we help you,0.05714285714285716,0.43809523809523804,lovely,valentine,citizen,help,bad
